Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type,Satisfaction_Score,Feedback_Comments,Likelihood_to_Recommend
421,825,2023-01-18 12:00:00,1743.0,Bill Payment,8.0,Good service,10
422,485,2023-01-18 13:00:00,769.0,Purchase,9.0,Excellent,6
422,485,2023-01-18 13:00:00,769.0,Purchase,10.0,Good service,1
422,485,2023-01-18 13:00:00,769.0,Purchase,3.0,Needs improvement,9
423,189,2023-01-18 14:00:00,2167.0,Purchase,1.0,Very satisfied,3
423,189,2023-01-18 14:00:00,2167.0,Purchase,6.0,Unsatisfactory,4
423,189,2023-01-18 14:00:00,2167.0,Purchase,2.0,Needs improvement,1
423,189,2023-01-18 14:00:00,2167.0,Purchase,4.0,Good service,6
423,189,2023-01-18 14:00:00,2167.0,Purchase,9.0,Good service,4
423,189,2023-01-18 14:00:00,2167.0,Purchase,9.0,Good service,6
423,189,2023-01-18 14:00:00,2167.0,Purchase,10.0,Excellent,9
424,872,2023-01-18 15:00:00,1361.0,Loan Payment,2.0,Excellent,8
424,872,2023-01-18 15:00:00,1361.0,Loan Payment,8.0,Good service,8
424,872,2023-01-18 15:00:00,1361.0,Loan Payment,3.0,Very satisfied,1
425,295,2023-01-18 16:00:00,3486.0,Purchase,1.0,Excellent,9
425,295,2023-01-18 16:00:00,3486.0,Purchase,9.0,Very satisfied,2
426,183,2023-01-18 17:00:00,1278.0,Bill Payment,4.0,Needs improvement,8
426,183,2023-01-18 17:00:00,1278.0,Bill Payment,6.0,Excellent,6
426,183,2023-01-18 17:00:00,1278.0,Bill Payment,3.0,Needs improvement,6
426,183,2023-01-18 17:00:00,1278.0,Bill Payment,6.0,Good service,2
427,864,2023-01-18 18:00:00,2481.5,Loan Payment,10.0,Good service,4
427,864,2023-01-18 18:00:00,2481.5,Loan Payment,1.0,Needs improvement,3
427,864,2023-01-18 18:00:00,2481.5,Loan Payment,9.0,Good service,3
428,548,2023-01-18 19:00:00,3959.0,Loan Payment,6.0,Needs improvement,10
428,548,2023-01-18 19:00:00,3959.0,Loan Payment,9.0,Needs improvement,6
428,548,2023-01-18 19:00:00,3959.0,Loan Payment,6.0,Good service,6
428,548,2023-01-18 19:00:00,3959.0,Loan Payment,7.0,Very satisfied,4
428,548,2023-01-18 19:00:00,3959.0,Loan Payment,4.0,Excellent,9
429,882,2023-01-18 20:00:00,2617.0,Investment,1.0,Good service,2
429,882,2023-01-18 20:00:00,2617.0,Investment,9.0,Excellent,1
429,882,2023-01-18 20:00:00,2617.0,Investment,10.0,Needs improvement,4
429,882,2023-01-18 20:00:00,2617.0,Investment,6.0,Needs improvement,10
429,882,2023-01-18 20:00:00,2617.0,Investment,3.0,Very satisfied,1
429,882,2023-01-18 20:00:00,2617.0,Investment,6.0,Excellent,1
430,37,2023-01-18 21:00:00,2481.5,Loan Payment,4.0,Very satisfied,2
430,37,2023-01-18 21:00:00,2481.5,Loan Payment,2.0,Very satisfied,1
430,37,2023-01-18 21:00:00,2481.5,Loan Payment,9.0,Very satisfied,3
430,37,2023-01-18 21:00:00,2481.5,Loan Payment,10.0,Good service,3
430,37,2023-01-18 21:00:00,2481.5,Loan Payment,2.0,Excellent,7
430,37,2023-01-18 21:00:00,2481.5,Loan Payment,3.0,Unsatisfactory,5
430,37,2023-01-18 21:00:00,2481.5,Loan Payment,9.0,Very satisfied,9
430,37,2023-01-18 21:00:00,2481.5,Loan Payment,5.0,Very satisfied,9
430,37,2023-01-18 21:00:00,2481.5,Loan Payment,4.0,Needs improvement,3
430,37,2023-01-18 21:00:00,2481.5,Loan Payment,10.0,Good service,8
430,37,2023-01-18 21:00:00,2481.5,Loan Payment,7.0,Good service,6
430,37,2023-01-18 21:00:00,2481.5,Loan Payment,7.0,Unsatisfactory,4
430,37,2023-01-18 21:00:00,2481.5,Loan Payment,8.0,Good service,5
431,14,2023-01-18 22:00:00,2640.0,Purchase,10.0,Very satisfied,5
431,14,2023-01-18 22:00:00,2640.0,Purchase,6.0,Good service,8
431,14,2023-01-18 22:00:00,2640.0,Purchase,9.0,Good service,1
431,14,2023-01-18 22:00:00,2640.0,Purchase,8.0,Good service,6
431,14,2023-01-18 22:00:00,2640.0,Purchase,6.0,Very satisfied,9
432,923,2023-01-18 23:00:00,2456.0,Bill Payment,1.0,Very satisfied,2
432,923,2023-01-18 23:00:00,2456.0,Bill Payment,3.0,Good service,8
432,923,2023-01-18 23:00:00,2456.0,Bill Payment,3.0,Needs improvement,9
432,923,2023-01-18 23:00:00,2456.0,Bill Payment,7.0,Needs improvement,2
432,923,2023-01-18 23:00:00,2456.0,Bill Payment,3.0,Good service,10
433,635,2023-01-19 00:00:00,1679.0,Purchase,7.0,Needs improvement,9
433,635,2023-01-19 00:00:00,1679.0,Purchase,4.0,Very satisfied,6
433,635,2023-01-19 00:00:00,1679.0,Purchase,8.0,Very satisfied,10
433,635,2023-01-19 00:00:00,1679.0,Purchase,10.0,Very satisfied,5
434,595,2023-01-19 01:00:00,248.0,Bill Payment,1.0,Needs improvement,3
434,595,2023-01-19 01:00:00,248.0,Bill Payment,9.0,Unsatisfactory,8
435,159,2023-01-19 02:00:00,3546.0,Investment,1.0,Good service,3
435,159,2023-01-19 02:00:00,3546.0,Investment,10.0,Excellent,2
435,159,2023-01-19 02:00:00,3546.0,Investment,2.0,Needs improvement,3
436,494,2023-01-19 03:00:00,3871.0,Bill Payment,7.0,Needs improvement,7
436,494,2023-01-19 03:00:00,3871.0,Bill Payment,1.0,Needs improvement,4
436,494,2023-01-19 03:00:00,3871.0,Bill Payment,7.0,Very satisfied,9
437,329,2023-01-19 04:00:00,3113.0,Investment,10.0,Very satisfied,3
437,329,2023-01-19 04:00:00,3113.0,Investment,3.0,Unsatisfactory,1
437,329,2023-01-19 04:00:00,3113.0,Investment,10.0,Unsatisfactory,3
437,329,2023-01-19 04:00:00,3113.0,Investment,6.0,Very satisfied,3
437,329,2023-01-19 04:00:00,3113.0,Investment,6.0,Unsatisfactory,8
438,614,2023-01-19 05:00:00,1156.0,Purchase,10.0,Very satisfied,10
438,614,2023-01-19 05:00:00,1156.0,Purchase,3.0,Needs improvement,7
438,614,2023-01-19 05:00:00,1156.0,Purchase,8.0,Unsatisfactory,3
438,614,2023-01-19 05:00:00,1156.0,Purchase,7.0,Excellent,4
438,614,2023-01-19 05:00:00,1156.0,Purchase,3.0,Very satisfied,10
438,614,2023-01-19 05:00:00,1156.0,Purchase,9.0,Good service,6
439,849,2023-01-19 06:00:00,1567.0,Investment,6.0,Unsatisfactory,2
439,849,2023-01-19 06:00:00,1567.0,Investment,9.0,Good service,8
439,849,2023-01-19 06:00:00,1567.0,Investment,9.0,Good service,6
440,83,2023-01-19 07:00:00,3748.0,Loan Payment,6.0,Good service,2
440,83,2023-01-19 07:00:00,3748.0,Loan Payment,8.0,Very satisfied,5
441,556,2023-01-19 08:00:00,2167.0,Loan Payment,5.0,Very satisfied,7
441,556,2023-01-19 08:00:00,2167.0,Loan Payment,3.0,Very satisfied,1
441,556,2023-01-19 08:00:00,2167.0,Loan Payment,8.0,Very satisfied,8
441,556,2023-01-19 08:00:00,2167.0,Loan Payment,4.0,Needs improvement,4
441,556,2023-01-19 08:00:00,2167.0,Loan Payment,5.0,Needs improvement,7
441,556,2023-01-19 08:00:00,2167.0,Loan Payment,9.0,Very satisfied,10
441,556,2023-01-19 08:00:00,2167.0,Loan Payment,3.0,Unsatisfactory,8
442,580,2023-01-19 09:00:00,3461.0,Bill Payment,1.0,Very satisfied,4
442,580,2023-01-19 09:00:00,3461.0,Bill Payment,3.0,Unsatisfactory,2
442,580,2023-01-19 09:00:00,3461.0,Bill Payment,5.0,Excellent,9
442,580,2023-01-19 09:00:00,3461.0,Bill Payment,7.0,Good service,6
442,580,2023-01-19 09:00:00,3461.0,Bill Payment,4.0,Needs improvement,10
443,560,2023-01-19 10:00:00,309.0,Purchase,4.0,Good service,8
443,560,2023-01-19 10:00:00,309.0,Purchase,5.0,Excellent,7
443,560,2023-01-19 10:00:00,309.0,Purchase,8.0,Needs improvement,9
444,569,2023-01-19 11:00:00,3708.0,Purchase,1.0,Unsatisfactory,6
444,569,2023-01-19 11:00:00,3708.0,Purchase,3.0,Unsatisfactory,2
444,569,2023-01-19 11:00:00,3708.0,Purchase,7.0,Unsatisfactory,2
444,569,2023-01-19 11:00:00,3708.0,Purchase,10.0,Needs improvement,1
444,569,2023-01-19 11:00:00,3708.0,Purchase,3.0,Good service,7
444,569,2023-01-19 11:00:00,3708.0,Purchase,5.0,Very satisfied,2
445,587,2023-01-19 12:00:00,4063.0,Bill Payment,4.0,Needs improvement,2
445,587,2023-01-19 12:00:00,4063.0,Bill Payment,1.0,Needs improvement,7
445,587,2023-01-19 12:00:00,4063.0,Bill Payment,9.0,Needs improvement,7
445,587,2023-01-19 12:00:00,4063.0,Bill Payment,7.0,Unsatisfactory,3
446,22,2023-01-19 13:00:00,4869.0,Loan Payment,7.0,Unsatisfactory,7
446,22,2023-01-19 13:00:00,4869.0,Loan Payment,7.0,Very satisfied,7
446,22,2023-01-19 13:00:00,4869.0,Loan Payment,7.0,Needs improvement,9
446,22,2023-01-19 13:00:00,4869.0,Loan Payment,1.0,Good service,10
447,132,2023-01-19 14:00:00,258.0,Investment,10.0,Good service,3
447,132,2023-01-19 14:00:00,258.0,Investment,4.0,Needs improvement,2
447,132,2023-01-19 14:00:00,258.0,Investment,5.0,Good service,4
447,132,2023-01-19 14:00:00,258.0,Investment,8.0,Good service,6
447,132,2023-01-19 14:00:00,258.0,Investment,5.0,Needs improvement,4
448,465,2023-01-19 15:00:00,2578.0,Bill Payment,1.0,Good service,8
448,465,2023-01-19 15:00:00,2578.0,Bill Payment,5.0,Unsatisfactory,8
448,465,2023-01-19 15:00:00,2578.0,Bill Payment,1.0,Needs improvement,7
448,465,2023-01-19 15:00:00,2578.0,Bill Payment,8.0,Unsatisfactory,1
449,456,2023-01-19 16:00:00,4139.0,Investment,4.0,Very satisfied,5
449,456,2023-01-19 16:00:00,4139.0,Investment,10.0,Very satisfied,4
449,456,2023-01-19 16:00:00,4139.0,Investment,8.0,Good service,6
449,456,2023-01-19 16:00:00,4139.0,Investment,2.0,Good service,3
449,456,2023-01-19 16:00:00,4139.0,Investment,4.0,Unsatisfactory,5
449,456,2023-01-19 16:00:00,4139.0,Investment,3.0,Unsatisfactory,7
449,456,2023-01-19 16:00:00,4139.0,Investment,6.0,Good service,2
450,302,2023-01-19 17:00:00,4333.0,Investment,6.0,Good service,1
450,302,2023-01-19 17:00:00,4333.0,Investment,5.0,Good service,8
451,955,2023-01-19 18:00:00,4690.0,Purchase,4.0,Good service,9
451,955,2023-01-19 18:00:00,4690.0,Purchase,2.0,Very satisfied,5
451,955,2023-01-19 18:00:00,4690.0,Purchase,3.0,Needs improvement,1
451,955,2023-01-19 18:00:00,4690.0,Purchase,4.0,Unsatisfactory,3
452,930,2023-01-19 19:00:00,2870.0,Loan Payment,3.0,Unsatisfactory,8
452,930,2023-01-19 19:00:00,2870.0,Loan Payment,5.0,Needs improvement,4
452,930,2023-01-19 19:00:00,2870.0,Loan Payment,8.0,Good service,9
452,930,2023-01-19 19:00:00,2870.0,Loan Payment,5.0,Needs improvement,3
452,930,2023-01-19 19:00:00,2870.0,Loan Payment,1.0,Excellent,8
452,930,2023-01-19 19:00:00,2870.0,Loan Payment,1.0,Needs improvement,5
453,267,2023-01-19 20:00:00,733.0,Investment,1.0,Good service,4
453,267,2023-01-19 20:00:00,733.0,Investment,4.0,Excellent,9
453,267,2023-01-19 20:00:00,733.0,Investment,5.0,Needs improvement,10
453,267,2023-01-19 20:00:00,733.0,Investment,5.0,Very satisfied,8
453,267,2023-01-19 20:00:00,733.0,Investment,10.0,Unsatisfactory,8
454,799,2023-01-19 21:00:00,579.0,Loan Payment,10.0,Good service,9
454,799,2023-01-19 21:00:00,579.0,Loan Payment,5.0,Needs improvement,4
454,799,2023-01-19 21:00:00,579.0,Loan Payment,9.0,Excellent,2
454,799,2023-01-19 21:00:00,579.0,Loan Payment,3.0,Very satisfied,10
455,395,2023-01-19 22:00:00,229.0,Purchase,6.0,Needs improvement,8
455,395,2023-01-19 22:00:00,229.0,Purchase,3.0,Unsatisfactory,3
455,395,2023-01-19 22:00:00,229.0,Purchase,7.0,Needs improvement,4
455,395,2023-01-19 22:00:00,229.0,Purchase,9.0,Good service,10
455,395,2023-01-19 22:00:00,229.0,Purchase,8.0,Very satisfied,5
455,395,2023-01-19 22:00:00,229.0,Purchase,1.0,Unsatisfactory,10
456,120,2023-01-19 23:00:00,1404.0,Bill Payment,4.0,Good service,2
456,120,2023-01-19 23:00:00,1404.0,Bill Payment,10.0,Needs improvement,6
456,120,2023-01-19 23:00:00,1404.0,Bill Payment,4.0,Needs improvement,10
456,120,2023-01-19 23:00:00,1404.0,Bill Payment,8.0,Good service,6
456,120,2023-01-19 23:00:00,1404.0,Bill Payment,3.0,Good service,10
457,246,2023-01-20 00:00:00,2844.0,Bill Payment,9.0,Needs improvement,4
457,246,2023-01-20 00:00:00,2844.0,Bill Payment,9.0,Needs improvement,9
457,246,2023-01-20 00:00:00,2844.0,Bill Payment,4.0,Needs improvement,4
457,246,2023-01-20 00:00:00,2844.0,Bill Payment,1.0,Good service,4
457,246,2023-01-20 00:00:00,2844.0,Bill Payment,4.0,Good service,1
457,246,2023-01-20 00:00:00,2844.0,Bill Payment,10.0,Needs improvement,3
457,246,2023-01-20 00:00:00,2844.0,Bill Payment,7.0,Good service,4
457,246,2023-01-20 00:00:00,2844.0,Bill Payment,1.0,Very satisfied,1
457,246,2023-01-20 00:00:00,2844.0,Bill Payment,4.0,Good service,2
458,568,2023-01-20 01:00:00,2132.0,Purchase,8.0,Good service,3
458,568,2023-01-20 01:00:00,2132.0,Purchase,1.0,Very satisfied,1
458,568,2023-01-20 01:00:00,2132.0,Purchase,3.0,Unsatisfactory,3
458,568,2023-01-20 01:00:00,2132.0,Purchase,8.0,Needs improvement,6
459,38,2023-01-20 02:00:00,4241.0,Purchase,6.0,Good service,2
459,38,2023-01-20 02:00:00,4241.0,Purchase,9.0,Very satisfied,3
459,38,2023-01-20 02:00:00,4241.0,Purchase,5.0,Good service,5
459,38,2023-01-20 02:00:00,4241.0,Purchase,9.0,Good service,2
460,245,2023-01-20 03:00:00,4010.0,Investment,5.0,Good service,9
460,245,2023-01-20 03:00:00,4010.0,Investment,2.0,Needs improvement,10
460,245,2023-01-20 03:00:00,4010.0,Investment,2.0,Very satisfied,9
460,245,2023-01-20 03:00:00,4010.0,Investment,3.0,Needs improvement,7
460,245,2023-01-20 03:00:00,4010.0,Investment,9.0,Good service,7
460,245,2023-01-20 03:00:00,4010.0,Investment,7.0,Needs improvement,10
460,245,2023-01-20 03:00:00,4010.0,Investment,5.0,Very satisfied,2
460,245,2023-01-20 03:00:00,4010.0,Investment,3.0,Good service,5
460,245,2023-01-20 03:00:00,4010.0,Investment,5.0,Excellent,8
461,21,2023-01-20 04:00:00,4359.0,Purchase,5.0,Unsatisfactory,2
461,21,2023-01-20 04:00:00,4359.0,Purchase,1.0,Unsatisfactory,6
461,21,2023-01-20 04:00:00,4359.0,Purchase,5.0,Good service,8
461,21,2023-01-20 04:00:00,4359.0,Purchase,4.0,Excellent,10
461,21,2023-01-20 04:00:00,4359.0,Purchase,6.0,Very satisfied,5
461,21,2023-01-20 04:00:00,4359.0,Purchase,9.0,Very satisfied,10
461,21,2023-01-20 04:00:00,4359.0,Purchase,10.0,Unsatisfactory,6
461,21,2023-01-20 04:00:00,4359.0,Purchase,8.0,Good service,2
461,21,2023-01-20 04:00:00,4359.0,Purchase,8.0,Unsatisfactory,4
461,21,2023-01-20 04:00:00,4359.0,Purchase,1.0,Very satisfied,8
462,110,2023-01-20 05:00:00,3099.0,Bill Payment,1.0,Needs improvement,4
462,110,2023-01-20 05:00:00,3099.0,Bill Payment,6.0,Very satisfied,7
462,110,2023-01-20 05:00:00,3099.0,Bill Payment,6.0,Unsatisfactory,10
462,110,2023-01-20 05:00:00,3099.0,Bill Payment,10.0,Good service,2
462,110,2023-01-20 05:00:00,3099.0,Bill Payment,8.0,Excellent,6
462,110,2023-01-20 05:00:00,3099.0,Bill Payment,6.0,Needs improvement,7
463,606,2023-01-20 06:00:00,59.0,Loan Payment,7.0,Needs improvement,3
463,606,2023-01-20 06:00:00,59.0,Loan Payment,10.0,Very satisfied,7
463,606,2023-01-20 06:00:00,59.0,Loan Payment,9.0,Unsatisfactory,6
464,394,2023-01-20 07:00:00,524.0,Loan Payment,10.0,Unsatisfactory,2
464,394,2023-01-20 07:00:00,524.0,Loan Payment,10.0,Very satisfied,1
464,394,2023-01-20 07:00:00,524.0,Loan Payment,9.0,Excellent,5
464,394,2023-01-20 07:00:00,524.0,Loan Payment,6.0,Unsatisfactory,10
464,394,2023-01-20 07:00:00,524.0,Loan Payment,1.0,Excellent,4
464,394,2023-01-20 07:00:00,524.0,Loan Payment,8.0,Excellent,10
464,394,2023-01-20 07:00:00,524.0,Loan Payment,1.0,Very satisfied,1
464,394,2023-01-20 07:00:00,524.0,Loan Payment,1.0,Good service,4
464,394,2023-01-20 07:00:00,524.0,Loan Payment,8.0,Needs improvement,6
465,410,2023-01-20 08:00:00,2801.0,Loan Payment,1.0,Needs improvement,8
465,410,2023-01-20 08:00:00,2801.0,Loan Payment,4.0,Unsatisfactory,5
466,987,2023-01-20 09:00:00,2788.0,Loan Payment,7.0,Unsatisfactory,8
466,987,2023-01-20 09:00:00,2788.0,Loan Payment,9.0,Needs improvement,2
466,987,2023-01-20 09:00:00,2788.0,Loan Payment,8.0,Good service,2
466,987,2023-01-20 09:00:00,2788.0,Loan Payment,4.0,Very satisfied,4
466,987,2023-01-20 09:00:00,2788.0,Loan Payment,1.0,Unsatisfactory,7
467,648,2023-01-20 10:00:00,2628.0,Purchase,8.0,Needs improvement,5
467,648,2023-01-20 10:00:00,2628.0,Purchase,1.0,Excellent,8
467,648,2023-01-20 10:00:00,2628.0,Purchase,10.0,Needs improvement,8
468,743,2023-01-20 11:00:00,1847.0,Purchase,5.0,Unsatisfactory,8
468,743,2023-01-20 11:00:00,1847.0,Purchase,4.0,Needs improvement,7
468,743,2023-01-20 11:00:00,1847.0,Purchase,10.0,Very satisfied,3
468,743,2023-01-20 11:00:00,1847.0,Purchase,10.0,Good service,7
468,743,2023-01-20 11:00:00,1847.0,Purchase,1.0,Needs improvement,10
469,8,2023-01-20 12:00:00,4681.0,Loan Payment,7.0,Needs improvement,5
469,8,2023-01-20 12:00:00,4681.0,Loan Payment,8.0,Good service,1
469,8,2023-01-20 12:00:00,4681.0,Loan Payment,6.0,Needs improvement,7
470,444,2023-01-20 13:00:00,1175.0,Purchase,10.0,Unsatisfactory,4
470,444,2023-01-20 13:00:00,1175.0,Purchase,9.0,Excellent,3
470,444,2023-01-20 13:00:00,1175.0,Purchase,8.0,Very satisfied,6
470,444,2023-01-20 13:00:00,1175.0,Purchase,7.0,Good service,9
470,444,2023-01-20 13:00:00,1175.0,Purchase,5.0,Good service,10
470,444,2023-01-20 13:00:00,1175.0,Purchase,9.0,Good service,8
470,444,2023-01-20 13:00:00,1175.0,Purchase,8.0,Unsatisfactory,3
470,444,2023-01-20 13:00:00,1175.0,Purchase,8.0,Needs improvement,3
471,328,2023-01-20 14:00:00,2259.0,Investment,7.0,Excellent,2
471,328,2023-01-20 14:00:00,2259.0,Investment,2.0,Good service,6
471,328,2023-01-20 14:00:00,2259.0,Investment,3.0,Very satisfied,10
471,328,2023-01-20 14:00:00,2259.0,Investment,9.0,Excellent,1
471,328,2023-01-20 14:00:00,2259.0,Investment,6.0,Needs improvement,10
471,328,2023-01-20 14:00:00,2259.0,Investment,3.0,Very satisfied,5
471,328,2023-01-20 14:00:00,2259.0,Investment,7.0,Needs improvement,8
471,328,2023-01-20 14:00:00,2259.0,Investment,5.0,Excellent,5
472,887,2023-01-20 15:00:00,424.0,Purchase,6.0,Good service,5
472,887,2023-01-20 15:00:00,424.0,Purchase,1.0,Needs improvement,4
472,887,2023-01-20 15:00:00,424.0,Purchase,2.0,Good service,1
472,887,2023-01-20 15:00:00,424.0,Purchase,6.0,Good service,5
472,887,2023-01-20 15:00:00,424.0,Purchase,9.0,Good service,4
472,887,2023-01-20 15:00:00,424.0,Purchase,6.0,Good service,1
472,887,2023-01-20 15:00:00,424.0,Purchase,8.0,Excellent,7
473,290,2023-01-20 16:00:00,2278.0,Investment,4.0,Needs improvement,10
473,290,2023-01-20 16:00:00,2278.0,Investment,6.0,Good service,2
473,290,2023-01-20 16:00:00,2278.0,Investment,4.0,Unsatisfactory,7
473,290,2023-01-20 16:00:00,2278.0,Investment,3.0,Needs improvement,9
474,763,2023-01-20 17:00:00,1114.0,Investment,8.0,Good service,6
474,763,2023-01-20 17:00:00,1114.0,Investment,5.0,Very satisfied,3
474,763,2023-01-20 17:00:00,1114.0,Investment,7.0,Unsatisfactory,2
474,763,2023-01-20 17:00:00,1114.0,Investment,5.0,Good service,9
474,763,2023-01-20 17:00:00,1114.0,Investment,8.0,Good service,4
474,763,2023-01-20 17:00:00,1114.0,Investment,5.0,Very satisfied,10
474,763,2023-01-20 17:00:00,1114.0,Investment,8.0,Good service,8
475,511,2023-01-20 18:00:00,4868.0,Purchase,10.0,Needs improvement,3
475,511,2023-01-20 18:00:00,4868.0,Purchase,10.0,Very satisfied,8
475,511,2023-01-20 18:00:00,4868.0,Purchase,2.0,Needs improvement,10
475,511,2023-01-20 18:00:00,4868.0,Purchase,2.0,Very satisfied,9
476,912,2023-01-20 19:00:00,4668.0,Loan Payment,6.0,Very satisfied,8
476,912,2023-01-20 19:00:00,4668.0,Loan Payment,3.0,Needs improvement,2
476,912,2023-01-20 19:00:00,4668.0,Loan Payment,9.0,Needs improvement,1
476,912,2023-01-20 19:00:00,4668.0,Loan Payment,3.0,Needs improvement,10
476,912,2023-01-20 19:00:00,4668.0,Loan Payment,8.0,Good service,9
477,361,2023-01-20 20:00:00,3366.0,Investment,4.0,Good service,2
477,361,2023-01-20 20:00:00,3366.0,Investment,6.0,Unsatisfactory,4
477,361,2023-01-20 20:00:00,3366.0,Investment,8.0,Good service,4
477,361,2023-01-20 20:00:00,3366.0,Investment,9.0,Needs improvement,4
478,909,2023-01-20 21:00:00,2426.0,Purchase,6.0,Good service,6
478,909,2023-01-20 21:00:00,2426.0,Purchase,1.0,Needs improvement,7
478,909,2023-01-20 21:00:00,2426.0,Purchase,5.0,Needs improvement,5
478,909,2023-01-20 21:00:00,2426.0,Purchase,5.0,Good service,1
478,909,2023-01-20 21:00:00,2426.0,Purchase,7.0,Needs improvement,2
478,909,2023-01-20 21:00:00,2426.0,Purchase,9.0,Unsatisfactory,7
479,599,2023-01-20 22:00:00,1944.0,Bill Payment,5.0,Unsatisfactory,7
479,599,2023-01-20 22:00:00,1944.0,Bill Payment,3.0,Unsatisfactory,7
479,599,2023-01-20 22:00:00,1944.0,Bill Payment,3.0,Unsatisfactory,1
479,599,2023-01-20 22:00:00,1944.0,Bill Payment,6.0,Needs improvement,6
480,716,2023-01-20 23:00:00,213.0,Loan Payment,4.0,Needs improvement,7
480,716,2023-01-20 23:00:00,213.0,Loan Payment,1.0,Good service,9
480,716,2023-01-20 23:00:00,213.0,Loan Payment,8.0,Needs improvement,10
480,716,2023-01-20 23:00:00,213.0,Loan Payment,1.0,Excellent,3
480,716,2023-01-20 23:00:00,213.0,Loan Payment,2.0,Unsatisfactory,10
480,716,2023-01-20 23:00:00,213.0,Loan Payment,5.0,Unsatisfactory,1
481,219,2023-01-21 00:00:00,78.0,Bill Payment,9.0,Good service,3
481,219,2023-01-21 00:00:00,78.0,Bill Payment,6.0,Good service,9
481,219,2023-01-21 00:00:00,78.0,Bill Payment,5.0,Good service,6
482,406,2023-01-21 01:00:00,525.0,Investment,7.0,Excellent,5
482,406,2023-01-21 01:00:00,525.0,Investment,9.0,Needs improvement,10
482,406,2023-01-21 01:00:00,525.0,Investment,5.0,Very satisfied,5
482,406,2023-01-21 01:00:00,525.0,Investment,4.0,Good service,6
482,406,2023-01-21 01:00:00,525.0,Investment,9.0,Good service,6
482,406,2023-01-21 01:00:00,525.0,Investment,2.0,Excellent,4
483,992,2023-01-21 02:00:00,3573.0,Bill Payment,7.0,Needs improvement,2
484,753,2023-01-21 03:00:00,4466.0,Purchase,7.0,Unsatisfactory,5
484,753,2023-01-21 03:00:00,4466.0,Purchase,1.0,Good service,8
484,753,2023-01-21 03:00:00,4466.0,Purchase,1.0,Very satisfied,7
484,753,2023-01-21 03:00:00,4466.0,Purchase,8.0,Good service,8
484,753,2023-01-21 03:00:00,4466.0,Purchase,3.0,Needs improvement,1
485,923,2023-01-21 04:00:00,1474.0,Loan Payment,1.0,Very satisfied,2
485,923,2023-01-21 04:00:00,1474.0,Loan Payment,3.0,Good service,8
485,923,2023-01-21 04:00:00,1474.0,Loan Payment,3.0,Needs improvement,9
485,923,2023-01-21 04:00:00,1474.0,Loan Payment,7.0,Needs improvement,2
485,923,2023-01-21 04:00:00,1474.0,Loan Payment,3.0,Good service,10
486,832,2023-01-21 05:00:00,1662.0,Investment,5.0,Unsatisfactory,6
486,832,2023-01-21 05:00:00,1662.0,Investment,1.0,Very satisfied,4
486,832,2023-01-21 05:00:00,1662.0,Investment,8.0,Excellent,1
486,832,2023-01-21 05:00:00,1662.0,Investment,4.0,Unsatisfactory,10
486,832,2023-01-21 05:00:00,1662.0,Investment,7.0,Good service,9
486,832,2023-01-21 05:00:00,1662.0,Investment,6.0,Good service,10
486,832,2023-01-21 05:00:00,1662.0,Investment,3.0,Very satisfied,8
486,832,2023-01-21 05:00:00,1662.0,Investment,3.0,Good service,9
487,770,2023-01-21 06:00:00,716.0,Purchase,4.0,Needs improvement,9
487,770,2023-01-21 06:00:00,716.0,Purchase,6.0,Good service,7
487,770,2023-01-21 06:00:00,716.0,Purchase,10.0,Unsatisfactory,4
487,770,2023-01-21 06:00:00,716.0,Purchase,4.0,Needs improvement,3
487,770,2023-01-21 06:00:00,716.0,Purchase,5.0,Needs improvement,1
487,770,2023-01-21 06:00:00,716.0,Purchase,7.0,Very satisfied,6
488,621,2023-01-21 07:00:00,1635.0,Loan Payment,7.0,Good service,10
488,621,2023-01-21 07:00:00,1635.0,Loan Payment,10.0,Needs improvement,10
488,621,2023-01-21 07:00:00,1635.0,Loan Payment,1.0,Unsatisfactory,2
488,621,2023-01-21 07:00:00,1635.0,Loan Payment,4.0,Good service,3
489,768,2023-01-21 08:00:00,4762.0,Investment,6.0,Excellent,5
489,768,2023-01-21 08:00:00,4762.0,Investment,10.0,Excellent,4
489,768,2023-01-21 08:00:00,4762.0,Investment,9.0,Very satisfied,9
489,768,2023-01-21 08:00:00,4762.0,Investment,5.0,Unsatisfactory,4
489,768,2023-01-21 08:00:00,4762.0,Investment,10.0,Needs improvement,2
489,768,2023-01-21 08:00:00,4762.0,Investment,9.0,Very satisfied,6
489,768,2023-01-21 08:00:00,4762.0,Investment,6.0,Needs improvement,7
489,768,2023-01-21 08:00:00,4762.0,Investment,7.0,Excellent,1
490,993,2023-01-21 09:00:00,3795.0,Investment,1.0,Good service,2
490,993,2023-01-21 09:00:00,3795.0,Investment,1.0,Very satisfied,4
490,993,2023-01-21 09:00:00,3795.0,Investment,6.0,Good service,8
490,993,2023-01-21 09:00:00,3795.0,Investment,9.0,Very satisfied,2
490,993,2023-01-21 09:00:00,3795.0,Investment,4.0,Needs improvement,7
490,993,2023-01-21 09:00:00,3795.0,Investment,8.0,Good service,9
490,993,2023-01-21 09:00:00,3795.0,Investment,8.0,Good service,5
490,993,2023-01-21 09:00:00,3795.0,Investment,2.0,Needs improvement,3
